Season;Date;Location;Event Type;Event Name;Round Number;Round Name;Player;Player ID;Club;Game Number;Score;Handicap
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Tobias Börding;7592;;1;186;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Tobias Börding;7592;;2;194;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Tobias Börding;7592;;3;225;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Tobias Börding;7592;;4;198;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Tobias Börding;7592;;5;215;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Tobias Börding;7592;;0;214;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Tobias Börding;7592;;1;234;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Tobias Börding;7592;;2;218;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Tobias Börding;7592;;3;185;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Tobias Börding;7592;;4;236;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Tobias Börding;7592;;5;236;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Tobias Börding;7592;;0;222;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Tobias Börding;7592;;1;189;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Tobias Börding;7592;;2;209;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Tobias Börding;7592;;3;233;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Tobias Börding;7592;;4;255;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Tobias Börding;7592;;5;216;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Michael Eisenmann-Seybold;7595;;0;237;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Michael Eisenmann-Seybold;7595;;1;205;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Michael Eisenmann-Seybold;7595;;2;259;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Michael Eisenmann-Seybold;7595;;3;245;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Michael Eisenmann-Seybold;7595;;4;157;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Michael Eisenmann-Seybold;7595;;5;217;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Michael Eisenmann-Seybold;7595;;0;235;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Michael Eisenmann-Seybold;7595;;1;161;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Michael Eisenmann-Seybold;7595;;2;208;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Michael Eisenmann-Seybold;7595;;3;222;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Michael Eisenmann-Seybold;7595;;4;197;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Michael Eisenmann-Seybold;7595;;5;224;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Michael Eisenmann-Seybold;7595;;0;192;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Michael Eisenmann-Seybold;7595;;1;200;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Michael Eisenmann-Seybold;7595;;2;257;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Michael Eisenmann-Seybold;7595;;3;196;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Michael Eisenmann-Seybold;7595;;4;185;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Michael Eisenmann-Seybold;7595;;5;242;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Peter Börding;7593;;0;233;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Peter Börding;7593;;1;163;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Peter Börding;7593;;2;247;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Peter Börding;7593;;3;185;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Peter Börding;7593;;4;243;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Peter Börding;7593;;5;207;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Peter Börding;7593;;0;196;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Peter Börding;7593;;1;179;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Peter Börding;7593;;2;243;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Peter Börding;7593;;3;191;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Peter Börding;7593;;4;258;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Peter Börding;7593;;5;180;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Peter Börding;7593;;0;224;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Peter Börding;7593;;1;237;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Peter Börding;7593;;2;234;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Peter Börding;7593;;3;194;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Peter Börding;7593;;4;218;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Peter Börding;7593;;5;203;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Moritz Wiemken;25830;;0;243;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Moritz Wiemken;25830;;1;234;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Moritz Wiemken;25830;;2;226;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Moritz Wiemken;25830;;3;213;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Moritz Wiemken;25830;;4;192;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Moritz Wiemken;25830;;5;224;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Moritz Wiemken;25830;;0;169;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Moritz Wiemken;25830;;1;182;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Moritz Wiemken;25830;;2;233;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Moritz Wiemken;25830;;3;197;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Moritz Wiemken;25830;;4;221;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Moritz Wiemken;25830;;5;227;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Moritz Wiemken;25830;;0;190;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Moritz Wiemken;25830;;1;252;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Moritz Wiemken;25830;;2;172;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Moritz Wiemken;25830;;3;207;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Moritz Wiemken;25830;;4;171;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Moritz Wiemken;25830;;5;209;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Daniel Hellmich;7314;;0;191;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Daniel Hellmich;7314;;1;185;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Daniel Hellmich;7314;;2;198;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Daniel Hellmich;7314;;3;192;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Daniel Hellmich;7314;;4;180;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Daniel Hellmich;7314;;5;231;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Daniel Hellmich;7314;;0;247;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Daniel Hellmich;7314;;1;208;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Daniel Hellmich;7314;;2;177;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Daniel Hellmich;7314;;3;208;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Daniel Hellmich;7314;;4;207;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Daniel Hellmich;7314;;5;198;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Daniel Hellmich;7314;;0;233;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Daniel Hellmich;7314;;1;185;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Daniel Hellmich;7314;;2;227;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Daniel Hellmich;7314;;3;203;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Daniel Hellmich;7314;;4;169;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Daniel Hellmich;7314;;5;267;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Thomas Auer;16888;;0;162;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Thomas Auer;16888;;1;225;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Thomas Auer;16888;;2;167;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Thomas Auer;16888;;3;234;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Thomas Auer;16888;;4;216;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Thomas Auer;16888;;5;201;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Thomas Auer;16888;;0;191;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Thomas Auer;16888;;1;206;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Thomas Auer;16888;;2;181;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Thomas Auer;16888;;3;204;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Thomas Auer;16888;;4;204;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Thomas Auer;16888;;5;257;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Thomas Auer;16888;;0;238;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Thomas Auer;16888;;1;225;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Thomas Auer;16888;;2;156;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Thomas Auer;16888;;3;195;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Thomas Auer;16888;;4;247;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Thomas Auer;16888;;5;180;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Andre Michow;16965;;0;195;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Andre Michow;16965;;1;215;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Andre Michow;16965;;2;187;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Andre Michow;16965;;3;208;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Andre Michow;16965;;4;184;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Andre Michow;16965;;5;226;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Andre Michow;16965;;0;215;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Andre Michow;16965;;1;155;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Andre Michow;16965;;2;210;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Andre Michow;16965;;3;277;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Andre Michow;16965;;4;196;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Andre Michow;16965;;5;214;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Andre Michow;16965;;0;197;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Andre Michow;16965;;1;203;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Andre Michow;16965;;2;216;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Andre Michow;16965;;3;226;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Andre Michow;16965;;4;188;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Andre Michow;16965;;5;154;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Oliver Schütze;38550;;0;193;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Oliver Schütze;38550;;1;213;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Oliver Schütze;38550;;2;137;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Oliver Schütze;38550;;3;203;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Oliver Schütze;38550;;4;210;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Oliver Schütze;38550;;5;225;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Oliver Schütze;38550;;0;129;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Oliver Schütze;38550;;1;177;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Oliver Schütze;38550;;2;249;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Oliver Schütze;38550;;3;196;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Oliver Schütze;38550;;4;280;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Oliver Schütze;38550;;5;182;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Oliver Schütze;38550;;0;209;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Oliver Schütze;38550;;1;189;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Oliver Schütze;38550;;2;172;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Oliver Schütze;38550;;3;223;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Oliver Schütze;38550;;4;297;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Oliver Schütze;38550;;5;172;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Bernd Wiemken;25203;;0;172;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Bernd Wiemken;25203;;1;211;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Bernd Wiemken;25203;;2;189;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Bernd Wiemken;25203;;3;220;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Bernd Wiemken;25203;;4;168;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Bernd Wiemken;25203;;5;216;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Bernd Wiemken;25203;;0;205;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Bernd Wiemken;25203;;1;241;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Bernd Wiemken;25203;;2;150;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Bernd Wiemken;25203;;3;192;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Bernd Wiemken;25203;;4;248;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Bernd Wiemken;25203;;5;227;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Bernd Wiemken;25203;;0;193;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Bernd Wiemken;25203;;1;197;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Bernd Wiemken;25203;;2;256;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Bernd Wiemken;25203;;3;201;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Bernd Wiemken;25203;;4;172;0
25/26;2026-04-27;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;3;Finale;Bernd Wiemken;25203;;5;182;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Nicolas Kabel;38092;;0;137;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Nicolas Kabel;38092;;1;157;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Nicolas Kabel;38092;;2;216;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Nicolas Kabel;38092;;3;209;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Nicolas Kabel;38092;;4;222;0
25/26;2026-04-25;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;1;Vorlauf;Nicolas Kabel;38092;;5;214;0
25/26;2026-04-26;Dream Bowl Palace Unterföhring;tournament;Südbayerische Meisterschaft;2;Zwischenlauf;Nicolas Kabel;38092;;0;188;0
