Season;Date;Location;Event Type;Event Name;Round Number;Round Name;Player;Player ID;Club;Game Number;Score;Handicap
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Christian Schuster;7723;;5;234;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Eric Gogala;46005;;0;194;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Eric Gogala;46005;;1;206;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Eric Gogala;46005;;2;223;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Eric Gogala;46005;;3;190;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Eric Gogala;46005;;4;171;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Eric Gogala;46005;;5;235;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Eric Gogala;46005;;0;182;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Eric Gogala;46005;;1;204;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Eric Gogala;46005;;2;287;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Eric Gogala;46005;;3;236;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Eric Gogala;46005;;4;227;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Eric Gogala;46005;;5;225;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Eric Gogala;46005;;0;214;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Eric Gogala;46005;;1;173;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Eric Gogala;46005;;2;150;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Eric Gogala;46005;;3;245;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Eric Gogala;46005;;4;164;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Eric Gogala;46005;;5;236;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Jochen Birkner;7937;;0;255;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Jochen Birkner;7937;;1;153;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Jochen Birkner;7937;;2;201;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Jochen Birkner;7937;;3;197;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Jochen Birkner;7937;;4;213;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Jochen Birkner;7937;;5;201;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Jochen Birkner;7937;;0;180;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Jochen Birkner;7937;;1;190;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Jochen Birkner;7937;;2;161;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Jochen Birkner;7937;;3;237;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Jochen Birkner;7937;;4;258;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Jochen Birkner;7937;;5;225;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Jochen Birkner;7937;;0;194;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Jochen Birkner;7937;;1;217;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Jochen Birkner;7937;;2;135;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Jochen Birkner;7937;;3;224;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Jochen Birkner;7937;;4;244;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Jochen Birkner;7937;;5;236;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Patrick Freudl;16796;;0;237;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Patrick Freudl;16796;;1;196;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Patrick Freudl;16796;;2;254;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Patrick Freudl;16796;;3;180;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Patrick Freudl;16796;;4;208;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Patrick Freudl;16796;;5;203;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Patrick Freudl;16796;;0;223;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Patrick Freudl;16796;;1;225;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Patrick Freudl;16796;;2;143;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Patrick Freudl;16796;;3;194;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Patrick Freudl;16796;;4;203;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Patrick Freudl;16796;;5;192;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Patrick Freudl;16796;;0;235;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Patrick Freudl;16796;;1;159;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Patrick Freudl;16796;;2;212;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Patrick Freudl;16796;;3;171;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Patrick Freudl;16796;;4;237;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Patrick Freudl;16796;;5;223;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Tim Olde Damink;25521;;0;199;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Tim Olde Damink;25521;;1;181;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Tim Olde Damink;25521;;2;246;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Tim Olde Damink;25521;;3;185;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Tim Olde Damink;25521;;4;256;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Tim Olde Damink;25521;;5;223;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Tim Olde Damink;25521;;0;178;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Tim Olde Damink;25521;;1;186;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Tim Olde Damink;25521;;2;191;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Tim Olde Damink;25521;;3;225;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Tim Olde Damink;25521;;4;191;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Tim Olde Damink;25521;;5;222;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Tim Olde Damink;25521;;0;224;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Tim Olde Damink;25521;;1;162;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Tim Olde Damink;25521;;2;181;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Tim Olde Damink;25521;;3;216;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Tim Olde Damink;25521;;4;214;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Tim Olde Damink;25521;;5;201;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Daniel Alexander;16443;;0;247;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Daniel Alexander;16443;;1;193;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Daniel Alexander;16443;;2;163;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Daniel Alexander;16443;;3;226;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Daniel Alexander;16443;;4;206;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Daniel Alexander;16443;;5;248;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Daniel Alexander;16443;;0;179;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Daniel Alexander;16443;;1;182;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Daniel Alexander;16443;;2;159;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Daniel Alexander;16443;;3;189;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Daniel Alexander;16443;;4;226;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Daniel Alexander;16443;;5;180;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Daniel Alexander;16443;;0;203;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Daniel Alexander;16443;;1;205;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Daniel Alexander;16443;;2;197;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Daniel Alexander;16443;;3;225;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Daniel Alexander;16443;;4;249;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Daniel Alexander;16443;;5;193;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Robert Kristof;10124;;0;200;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Robert Kristof;10124;;1;184;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Robert Kristof;10124;;2;204;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Robert Kristof;10124;;3;208;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Robert Kristof;10124;;4;212;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Robert Kristof;10124;;5;233;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Robert Kristof;10124;;0;192;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Robert Kristof;10124;;1;206;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Robert Kristof;10124;;2;218;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Robert Kristof;10124;;3;178;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Robert Kristof;10124;;4;205;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Robert Kristof;10124;;5;196;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Robert Kristof;10124;;0;171;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Robert Kristof;10124;;1;193;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Robert Kristof;10124;;2;214;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Robert Kristof;10124;;3;218;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Robert Kristof;10124;;4;226;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Robert Kristof;10124;;5;206;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Bodo Konieczny;18802;;0;228;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Bodo Konieczny;18802;;1;212;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Bodo Konieczny;18802;;2;203;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Bodo Konieczny;18802;;3;173;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Bodo Konieczny;18802;;4;190;0
25/26;2026-04-25;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;1;Vorlauf;Bodo Konieczny;18802;;5;208;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Bodo Konieczny;18802;;0;224;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Bodo Konieczny;18802;;1;216;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Bodo Konieczny;18802;;2;191;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Bodo Konieczny;18802;;3;234;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Bodo Konieczny;18802;;4;204;0
25/26;2026-04-26;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;2;Zwischenlauf;Bodo Konieczny;18802;;5;169;0
25/26;2026-04-27;Bowlinghaus Bamberg;tournament;Nordbayerische Meisterschaft;3;Finale;Bodo Konieczny;18802;;0;203;0
